Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Ad_Res_Avg
1,10.0,2,28,1,14,13.0,13.0,12.42,13.0,20,113,82,5,15,29,A,1,47.0,M,U,41608.89441680486,42.333
1,38.0,12,45,9,24,20.0,20.67,13.51,21.0,16,129,87,5,16,34,S,1,47.0,F,H,56969.0,44.333
1,10.0,1,1,1,1,15.0,15.0,15.0,15.0,20,20,13,3,6,5,F,0,23.0,M,U,46002.0,11.667
0,0.0,1,16,1,12,10.0,10.0,16.06,10.0,18,122,75,5,11,27,A,1,62.0,F,H,40708.0,38.667
0,0.0,3,10,1,5,10.0,11.33,9.0,12.0,19,93,63,6,15,24,S,1,51.0,F,H,40708.0,36.333
1,30.0,1,1,1,1,30.0,30.0,30.0,30.0,17,17,14,5,7,6,F,0,65.0,M,H,56250.0,13.667
0,0.0,3,7,1,3,20.0,20.0,16.43,20.0,19,86,56,6,16,23,A,0,70.0,M,U,41608.89441680486,35.667
0,0.0,2,2,1,1,20.0,12.5,12.5,20.0,20,28,21,4,9,8,A,0,27.0,M,U,41608.89441680486,17.667
1,17.0,7,8,4,5,12.0,10.71,10.0,11.25,17,41,37,6,16,15,S,1,59.018761061946904,M,U,41608.89441680486,27.333
1,26.0,1,5,0,2,26.0,26.0,16.0,11.67,16,76,46,5,5,18,A,0,27.0,F,H,38906.0,28.333
0,0.0,2,4,1,1,20.0,22.5,23.75,25.0,16,28,34,3,9,10,A,0,17.0,M,H,61132.0,28.667
1,20.0,5,26,4,16,7.0,8.4,9.58,9.25,22,124,77,6,16,31,S,1,84.0,M,H,68869.0,40.667
1,17.0,1,6,0,3,17.0,17.0,14.33,11.67,15,75,55,5,5,20,A,1,74.0,F,H,68869.0,33.667
1,4.0,7,8,4,4,4.0,4.14,4.0,4.0,21,32,27,6,14,12,A,1,37.0,M,U,68869.0,21.667
0,0.0,1,1,1,1,50.0,50.0,50.0,50.0,17,17,14,5,7,6,F,0,23.0,F,U,27793.0,13.667
0,0.0,1,6,0,3,15.0,15.0,9.67,11.67,26,111,56,4,4,24,A,0,45.0,F,H,27793.0,31.0
0,0.0,4,4,2,2,10.0,8.75,8.75,7.5,16,27,24,6,12,10,A,1,35.0,F,U,44248.0,21.667
0,0.0,1,11,0,8,18.0,18.0,9.55,11.67,24,115,72,5,5,30,A,1,45.0,F,U,41608.89441680486,37.0
1,20.0,2,2,1,1,20.0,15.0,15.0,10.0,18,33,23,4,10,9,A,0,65.0,M,H,32229.0,19.333
1,25.0,1,6,1,5,25.0,25.0,16.33,25.0,17,105,63,6,15,26,A,1,40.0,M,H,32229.0,36.333
0,0.0,8,24,6,11,5.0,7.5,5.96,7.17,18,57,54,6,16,21,S,1,41.0,F,H,40290.0,33.333
0,0.0,4,40,3,16,11.0,10.75,9.6,11.0,21,130,104,7,18,36,S,1,80.0,F,H,40290.0,52.333
1,13.0,5,21,2,13,10.0,14.4,11.19,10.0,21,128,78,6,16,32,S,1,71.0,F,H,47750.0,41.0
0,0.0,8,10,3,5,10.0,8.0,7.2,8.33,16,52,41,6,16,16,A,1,59.018761061946904,M,H,60584.0,30.0
1,15.0,2,7,1,4,10.0,15.0,7.86,20.0,16,77,48,5,11,17,A,0,43.0,F,U,60584.0,29.667
0,0.0,1,3,0,1,20.0,20.0,10.0,11.67,26,81,29,4,4,11,A,0,55.0,M,H,40032.0,20.0
1,12.0,10,30,5,11,12.0,10.0,9.73,10.0,4,87,83,11,21,31,A,1,79.0,M,U,40032.0,52.667
1,10.0,4,13,2,6,4.0,12.0,10.15,12.0,18,122,73,6,16,29,S,1,80.0,M,H,43600.0,42.0
0,0.0,11,34,8,16,2.0,1.55,1.5,1.75,16,105,55,6,16,26,S,1,87.0,M,U,41608.89441680486,31.0
0,0.0,3,6,1,2,20.0,17.33,12.67,18.0,18,53,44,6,16,18,A,0,51.0,F,H,55378.0,30.333
1,25.0,2,8,2,4,20.0,15.0,9.25,15.0,16,68,54,6,14,19,A,0,27.0,F,H,59874.0,33.0
1,5.0,7,8,4,4,5.0,4.43,4.25,4.5,17,29,25,6,12,10,A,1,73.0,F,H,59874.0,20.667
0,0.0,5,6,3,4,15.0,11.8,10.83,10.67,20,42,34,6,15,14,A,0,69.0,F,H,72385.0,25.667
0,0.0,3,32,3,17,15.0,10.33,6.91,10.33,21,124,78,6,16,32,A,1,68.0,F,U,41608.89441680486,40.667
1,20.0,2,10,1,4,16.0,16.0,13.7,16.0,25,65,54,6,16,22,A,0,67.0,M,H,91874.0,32.333
1,8.0,5,8,3,4,10.0,8.8,7.75,8.67,17,41,40,6,16,15,A,1,39.0,F,U,103549.0,29.667
0,0.0,2,9,0,2,30.0,27.5,23.33,11.67,15,112,61,6,6,28,A,0,59.018761061946904,M,H,40723.0,35.667
0,0.0,1,16,0,8,10.0,10.0,8.13,11.67,26,130,66,4,4,27,A,1,76.0,M,U,41608.89441680486,33.667
0,0.0,11,17,7,11,20.0,30.27,29.0,31.0,15,57,79,6,17,22,A,1,63.0,M,H,40208.0,53.667
1,4.0,6,7,4,4,4.0,4.17,4.14,4.0,18,33,26,6,14,12,A,1,73.0,F,H,41999.0,21.667
0,0.0,4,5,2,3,15.0,11.25,9.6,12.5,15,41,31,5,13,13,A,0,38.0,M,H,41999.0,24.333
1,4.0,10,26,5,13,4.0,4.6,4.11,4.0,15,124,73,6,17,31,S,1,64.0,M,H,46332.0,39.0
0,0.0,4,4,3,3,10.0,7.5,7.5,6.67,18,29,24,6,12,10,A,1,69.0,F,H,36364.0,21.0
0,0.0,4,6,3,4,12.0,10.75,9.17,11.33,21,45,33,6,14,14,A,1,59.0,M,H,70410.0,24.333
1,5.0,3,14,1,6,10.0,14.0,9.69,14.0,18,111,66,6,16,27,A,0,41.0,F,H,49518.0,37.667
0,0.0,2,6,2,4,15.0,13.5,10.5,13.5,23,52,27,5,10,12,A,0,81.0,M,H,76873.0,20.333
1,10.0,2,2,1,1,25.0,22.5,22.5,20.0,26,33,27,5,13,11,A,0,46.0,F,H,76873.0,22.333
0,0.0,6,18,4,10,10.0,8.83,7.22,8.25,20,80,63,6,16,24,S,1,58.0,F,H,76873.0,36.0
1,15.0,3,7,3,7,15.0,15.0,13.71,15.0,20,92,62,6,16,24,A,1,75.0,M,H,38794.0,36.333
1,20.0,4,5,2,2,10.0,12.5,11.0,15.0,20,40,34,6,15,14,A,0,59.018761061946904,F,U,61343.0,26.0
0,0.0,1,4,0,2,30.0,30.0,14.75,11.67,26,83,27,2,2,8,A,0,72.0,F,U,41608.89441680486,16.333
0,0.0,1,1,0,0,50.0,50.0,50.0,11.67,16,16,14,5,5,6,F,0,63.0,F,H,71392.0,14.333
0,0.0,3,10,2,7,13.0,12.33,8.4,12.0,18,105,63,6,15,27,A,1,75.0,F,H,71392.0,37.333
0,0.0,4,6,2,4,12.0,11.0,9.33,11.0,18,44,27,4,10,10,A,1,27.0,M,H,71392.0,19.333
0,0.0,7,9,5,6,10.0,8.14,7.44,8.4,17,41,39,6,15,14,A,1,59.018761061946904,M,H,68219.0,30.0
1,20.0,7,24,5,9,15.0,13.14,11.46,14.0,17,110,98,6,17,33,S,1,78.0,M,H,42295.0,58.667
0,0.0,2,2,2,2,25.0,25.0,25.0,25.0,17,24,21,6,11,9,N,0,57.0,F,H,42295.0,19.0
1,75.0,1,1,1,1,50.0,50.0,50.0,50.0,24,24,20,6,11,9,N,0,67.0,M,U,52974.0,17.667
1,10.0,4,15,3,10,11.0,10.75,9.0,10.67,4,68,33,4,8,14,E,1,75.0,M,U,59226.0,20.333
1,25.0,3,12,3,9,20.0,18.0,11.67,18.0,25,130,62,6,17,30,A,1,87.0,F,H,42429.0,34.667
1,25.0,2,9,0,3,20.0,20.0,17.89,11.67,15,81,62,6,6,23,A,1,81.0,F,U,41608.89441680486,36.333
1,23.0,2,9,0,1,15.0,19.0,15.0,11.67,17,68,54,6,6,21,A,0,51.0,F,H,40925.0,33.0
0,0.0,1,7,0,3,20.0,20.0,13.86,11.67,18,85,59,6,6,23,A,0,37.0,M,H,51926.0,34.667
1,24.0,4,19,2,9,24.0,24.5,17.89,24.5,16,106,40,2,6,19,E,0,59.018761061946904,F,U,41608.89441680486,18.667
1,5.0,1,1,1,1,16.0,16.0,16.0,16.0,18,18,12,4,6,5,F,0,59.018761061946904,F,U,41608.89441680486,12.333
0,0.0,1,3,0,2,15.0,15.0,10.33,11.67,22,67,22,4,4,9,A,0,38.0,M,H,63202.0,16.333
0,0.0,4,14,3,8,8.0,8.25,6.71,7.67,21,76,53,5,15,21,A,1,51.0,F,U,41608.89441680486,30.667
0,0.0,2,3,1,1,25.0,17.5,13.33,10.0,18,40,32,6,14,13,A,0,45.0,M,H,35446.0,25.333
0,0.0,4,5,3,3,6.25,6.25,7.0,6.25,19,32,27,6,12,10,A,0,59.018761061946904,F,U,35446.0,23.0
0,0.0,2,12,0,4,25.0,25.0,13.33,11.67,18,68,56,6,6,23,S,1,79.0,M,H,35446.0,34.667
1,25.0,3,15,1,9,25.0,35.0,15.2,30.0,18,124,78,6,17,33,S,1,42.0,F,H,36946.0,42.0
0,0.0,6,26,4,11,14.0,14.33,11.77,14.5,5,75,90,7,18,26,S,1,59.018761061946904,M,U,41608.89441680486,57.0
0,0.0,9,22,5,10,5.0,4.78,4.64,4.4,15,88,62,6,17,26,A,1,54.0,F,H,36946.0,38.0
1,10.0,2,13,1,7,10.0,11.0,9.54,10.0,18,105,69,6,15,25,S,1,86.0,F,H,44404.0,38.333
0,0.0,2,7,0,2,35.0,30.0,15.86,11.67,17,75,59,6,6,23,A,0,71.0,F,U,41608.89441680486,37.0
1,15.0,3,8,1,3,16.0,14.67,10.0,16.0,17,65,46,6,12,16,A,0,73.0,F,H,43310.0,28.667
1,21.0,3,5,2,3,15.0,15.33,12.4,15.5,26,41,35,5,16,15,A,1,28.0,F,U,41608.89441680486,25.667
1,20.0,6,12,5,8,15.0,14.0,12.33,13.8,19,53,47,6,17,19,S,1,43.0,M,U,43310.0,31.0
1,5.0,4,18,1,13,8.0,7.75,6.06,6.0,15,127,57,4,10,23,S,1,76.0,M,H,43310.0,30.0
0,0.0,2,15,1,6,25.0,22.5,11.13,25.0,17,80,67,6,17,27,A,1,60.0,M,U,41608.89441680486,39.667
0,0.0,2,4,2,2,25.0,260.0,138.75,260.0,5,29,52,6,13,11,A,0,59.018761061946904,F,U,41608.89441680486,48.0
1,10.0,3,6,2,5,10.0,10.0,8.33,10.0,21,43,18,2,6,8,E,0,59.018761061946904,M,U,41608.89441680486,12.667
0,0.0,4,20,1,10,6.0,6.5,5.2,6.0,21,128,71,5,15,31,A,1,72.0,M,H,64434.0,37.333
1,6.0,4,8,3,7,10.0,6.25,5.38,6.67,16,53,44,6,14,17,S,1,36.0,M,H,64434.0,30.333
0,0.0,3,8,0,2,7.0,8.0,6.38,11.67,15,74,45,6,6,17,A,0,84.0,F,H,64434.0,29.333
1,10.0,2,11,1,5,17.0,17.0,11.55,17.0,19,113,65,6,13,25,A,0,74.0,M,H,69558.0,36.667
1,5.0,8,26,6,12,24.0,7.38,6.27,5.0,18,68,59,6,17,22,S,1,58.0,M,H,69558.0,35.667
1,21.0,2,6,0,2,15.0,15.0,12.33,11.67,15,70,53,5,5,20,A,0,82.0,F,U,79524.0,32.333
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,13,4,6,5,F,0,67.0,M,H,79524.0,12.667
1,17.0,6,7,1,1,15.0,12.17,10.86,17.0,18,38,35,6,15,13,S,1,56.0,F,U,76025.0,27.667
0,0.0,4,6,1,2,15.0,9.25,7.5,6.0,20,40,35,6,16,15,A,0,49.0,M,H,76025.0,26.0
0,0.0,0,11,0,4,25.0,0.0,17.18,11.67,14,67,83,5,5,20,A,1,73.0,M,H,41608.89441680486,51.667
1,20.0,6,20,4,11,24.0,19.0,12.5,19.75,22,124,65,6,17,30,S,1,65.0,F,H,41608.89441680486,37.667
0,0.0,2,11,0,7,21.0,19.0,11.75,11.67,25,118,70,6,6,32,A,1,79.0,F,H,55882.0,37.667
0,0.0,1,7,0,4,6.0,15.0,11.29,11.67,16,79,53,6,6,21,A,1,78.0,M,H,55882.0,32.667
1,20.0,6,13,4,8,20.0,19.67,19.31,20.75,7,64,85,11,22,31,A,1,52.0,M,H,55882.0,53.667
1,20.0,1,9,0,5,20.0,20.0,11.0,11.67,18,69,51,6,6,20,A,1,61.0,M,H,55882.0,32.0
1,15.0,2,7,1,4,15.0,13.0,10.43,11.0,20,87,42,4,11,15,A,0,68.0,M,U,41608.89441680486,29.0
0,0.0,2,5,1,3,55.0,52.5,39.0,50.0,18,76,41,4,13,18,A,0,59.018761061946904,F,U,33583.0,24.667
0,0.0,4,4,3,3,15.0,12.5,12.5,11.67,17,24,23,6,11,9,N,1,85.0,M,U,41608.89441680486,19.667
0,0.0,4,7,2,3,5.0,7.5,6.14,7.5,18,41,35,6,14,14,A,1,72.0,M,U,33581.0,26.333
0,0.0,6,19,6,12,15.0,8.0,7.63,8.0,18,93,65,6,17,25,S,1,70.0,F,H,33581.0,37.0
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,13,4,6,5,F,0,59.018761061946904,F,H,64275.0,12.667
0,0.0,7,25,4,10,10.0,10.57,9.08,10.5,18,74,80,6,17,25,S,1,59.018761061946904,F,U,41608.89441680486,52.333
1,20.0,2,12,1,4,20.0,20.0,14.75,20.0,23,69,59,6,16,22,S,1,75.0,M,U,79249.0,34.667
0,0.0,4,6,2,3,50.0,50.0,50.0,50.0,25,57,51,6,17,21,A,0,77.0,F,H,79249.0,33.0
1,10.0,6,12,3,6,11.0,9.67,7.17,11.0,16,115,43,5,11,15,A,1,79.0,F,U,44789.0,26.333
1,17.0,3,6,2,5,20.0,16.67,13.67,17.5,17,51,45,6,16,18,A,1,59.018761061946904,F,U,41608.89441680486,30.667
1,25.0,1,1,0,0,15.0,15.0,15.0,11.67,15,15,9,2,2,3,E,0,73.0,F,U,52299.0,8.333
1,10.0,2,8,2,4,20.0,15.0,13.75,15.0,6,81,76,6,13,20,A,0,47.0,M,H,52299.0,48.333
0,0.0,1,9,0,5,25.0,25.0,11.44,11.67,18,122,62,6,6,27,A,1,59.0,F,H,52299.0,34.667
0,0.0,3,5,2,4,30.0,20.33,18.2,15.5,26,41,38,5,16,15,A,0,59.018761061946904,F,U,41608.89441680486,28.667
0,0.0,1,3,0,1,25.0,25.0,21.67,11.67,18,52,37,6,6,16,A,0,56.0,M,H,48226.0,25.667
1,5.0,3,17,2,7,5.0,9.67,6.59,8.5,17,130,72,6,15,29,A,1,50.0,M,H,48226.0,38.333
0,0.0,2,4,1,1,13.0,14.0,11.0,13.0,17,39,32,6,14,13,A,0,59.018761061946904,M,U,41608.89441680486,25.667
1,30.0,1,5,0,3,30.0,30.0,28.0,11.67,17,93,56,6,6,21,A,0,59.018761061946904,F,U,41608.89441680486,33.0
1,10.0,3,14,1,10,10.0,9.0,7.21,10.0,18,120,68,6,14,28,S,1,71.0,F,H,66256.0,39.0
1,5.0,3,24,0,10,11.0,9.67,7.08,11.67,19,110,64,4,4,24,S,1,75.0,F,U,66256.0,33.0
0,0.0,1,3,0,1,15.0,15.0,10.33,11.67,18,52,32,4,4,11,A,0,53.0,F,H,66256.0,22.0
0,0.0,3,18,1,10,10.0,7.33,11.78,10.0,16,123,80,5,13,31,S,1,59.018761061946904,M,H,66256.0,42.333
1,20.0,2,9,1,6,20.0,20.0,11.44,20.0,18,125,63,6,17,29,A,0,32.0,M,U,41608.89441680486,37.0
1,15.0,2,2,2,2,15.0,15.0,15.0,15.0,21,28,23,4,10,9,A,0,59.018761061946904,M,U,41608.89441680486,18.667
0,0.0,5,5,2,2,10.0,7.6,7.6,6.5,16,29,24,6,12,10,A,0,59.018761061946904,M,H,32547.0,21.0
0,0.0,1,8,1,4,15.0,15.0,8.38,15.0,17,113,31,2,6,12,A,1,76.0,M,H,56069.0,17.667
1,12.0,2,11,0,6,12.0,11.0,9.82,11.67,20,102,64,6,6,26,A,1,75.0,F,U,41608.89441680486,36.667
1,8.0,7,8,3,4,10.0,7.71,7.38,8.0,16,45,38,6,14,14,A,0,45.0,F,U,51939.0,29.0
0,0.0,4,15,3,7,2.0,6.75,4.87,7.33,16,77,44,4,13,19,A,1,59.018761061946904,F,U,41608.89441680486,25.0
1,9.0,9,11,6,7,6.0,5.11,5.0,4.83,17,41,27,4,14,13,S,1,84.0,M,H,33286.0,19.0
1,23.0,1,11,0,6,17.0,17.0,11.09,11.67,18,123,71,6,6,31,A,1,67.0,F,H,33286.0,40.0
0,0.0,2,6,2,3,3.0,9.0,4.83,9.0,18,52,34,5,11,13,A,0,59.0,F,U,33286.0,24.0
0,0.0,1,7,1,6,20.0,20.0,15.71,20.0,21,104,66,6,15,25,A,1,59.018761061946904,F,U,41608.89441680486,36.333
1,12.0,5,6,1,2,7.0,6.2,5.67,7.0,18,41,25,6,12,11,A,0,34.0,F,U,41608.89441680486,21.333
0,0.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,13,4,6,5,F,0,71.0,M,U,34909.0,13.333
1,12.0,5,14,3,6,13.0,12.0,9.43,12.67,19,77,59,6,16,23,S,1,46.0,F,H,48602.0,35.333
0,0.0,4,4,2,2,14.0,12.25,12.25,12.0,17,32,28,6,13,11,A,0,56.0,F,U,41608.89441680486,23.333
0,0.0,2,6,1,3,18.0,17.0,14.5,16.0,21,81,55,6,16,23,A,0,62.0,F,H,37692.0,33.0
1,15.0,5,7,2,3,12.0,11.4,9.86,11.0,17,44,37,6,15,15,A,1,55.0,F,U,41608.89441680486,28.333
1,35.0,1,2,0,0,20.0,20.0,17.5,11.67,26,35,24,4,4,10,A,0,45.0,M,H,61534.0,19.333
0,0.0,1,1,0,0,20.0,20.0,20.0,11.67,20,20,14,4,4,6,F,0,43.0,F,H,35460.0,13.667
1,5.0,7,17,4,11,5.0,5.0,3.41,5.0,18,125,60,6,16,28,A,1,72.0,F,H,35460.0,33.667
1,5.0,4,19,2,9,5.0,6.5,5.79,7.0,15,105,64,5,12,25,S,1,59.018761061946904,M,U,41608.89441680486,35.333
0,0.0,2,8,2,4,20.0,20.0,17.63,20.0,19,52,50,6,17,19,A,0,34.0,F,H,61471.0,33.333
1,50.0,6,7,3,3,15.0,15.83,14.29,16.67,17,44,37,6,15,15,A,1,36.0,F,U,41608.89441680486,27.0
1,10.0,2,14,2,11,10.0,14.0,8.79,14.0,22,130,73,6,16,31,S,1,68.0,M,U,59625.0,38.667
1,18.0,3,6,1,2,18.0,14.33,10.0,16.0,17,53,45,6,16,18,A,0,72.0,F,H,82495.0,32.0
0,0.0,5,12,4,7,10.0,10.0,7.92,10.0,17,65,68,6,15,19,A,0,73.0,F,H,82495.0,40.667
1,10.0,3,13,2,8,12.0,10.67,8.31,11.0,17,81,41,4,10,15,S,1,73.0,F,H,55485.0,23.0
0,0.0,3,6,2,5,20.0,18.67,16.17,19.0,21,112,54,6,14,22,A,0,36.0,M,H,43639.0,32.0
0,0.0,2,4,1,1,15.0,20.0,20.0,25.0,18,35,32,6,15,13,A,0,59.018761061946904,F,U,41608.89441680486,26.0
1,5.0,3,16,1,9,5.0,5.67,11.38,5.0,18,91,59,5,13,22,S,1,72.0,M,H,41608.89441680486,34.333
0,0.0,4,25,2,12,10.0,10.0,9.48,10.0,16,105,88,5,14,30,A,1,27.0,F,U,36433.0,51.333
0,0.0,2,2,0,0,15.0,10.0,10.0,11.67,15,20,16,5,5,7,N,0,59.018761061946904,F,U,41608.89441680486,15.667
1,5.0,5,5,4,4,11.0,11.4,11.4,11.25,22,32,30,6,15,13,A,0,52.0,F,H,45345.0,24.333
0,0.0,4,17,2,12,10.0,13.0,12.06,16.0,18,127,79,6,16,32,S,1,59.018761061946904,M,U,45345.0,42.667
1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,23,23,15,3,6,5,N,0,59.018761061946904,F,U,41608.89441680486,14.0
1,3.0,7,10,2,4,5.0,3.57,3.3,3.0,18,45,35,6,15,15,A,1,59.018761061946904,F,U,41608.89441680486,26.0
1,20.0,4,18,4,8,15.0,15.0,12.61,15.0,5,75,90,7,18,25,A,1,71.0,M,H,53090.0,57.333
0,0.0,4,4,2,2,10.0,10.0,10.0,10.0,18,24,22,6,11,9,N,0,65.0,F,H,60060.0,19.333
0,0.0,2,2,1,1,60.0,55.0,55.0,60.0,16,20,20,6,9,7,N,0,59.018761061946904,F,U,41608.89441680486,18.333
1,13.0,5,9,3,5,15.0,13.2,14.44,13.33,18,79,37,4,11,13,A,1,59.018761061946904,F,U,41608.89441680486,24.0
0,0.0,4,17,3,8,10.0,13.0,8.76,13.33,18,123,79,6,17,33,A,1,36.0,F,U,35178.0,43.0
1,17.0,5,10,3,7,20.0,14.8,11.2,13.0,16,56,46,5,15,20,S,1,69.0,F,H,62369.0,31.333
0,0.0,3,35,3,21,10.0,10.0,6.74,10.0,26,129,80,4,14,32,A,1,59.018761061946904,M,U,41608.89441680486,39.667
0,0.0,6,22,4,12,10.0,6.83,6.36,6.25,18,126,68,4,13,28,S,1,87.0,F,H,40993.0,34.333
1,15.0,2,2,0,0,15.0,10.0,10.0,11.67,20,32,23,4,4,7,A,0,49.0,M,H,40993.0,18.333
1,20.0,2,11,0,3,15.0,15.5,12.27,11.67,26,85,63,5,5,24,S,1,59.018761061946904,F,U,41608.89441680486,34.667
0,0.0,12,76,4,23,11.0,10.83,8.82,11.0,15,125,131,10,21,46,S,1,59.018761061946904,F,U,41608.89441680486,69.667
1,15.0,3,20,2,10,6.0,6.67,6.6,6.0,18,111,73,6,15,28,S,1,59.018761061946904,F,U,41608.89441680486,39.333
1,60.0,2,5,0,0,50.0,50.0,33.0,11.67,25,56,60,6,6,18,A,1,59.018761061946904,M,U,41608.89441680486,35.667
1,10.0,5,13,3,7,10.0,10.0,7.85,10.0,24,88,57,6,17,24,A,1,59.018761061946904,M,U,41608.89441680486,33.333
0,0.0,2,2,1,1,25.0,25.0,25.0,25.0,17,20,18,6,9,7,N,0,69.0,F,H,47060.0,16.667
1,15.0,1,1,0,0,15.0,15.0,15.0,11.67,20,20,15,4,4,5,F,0,55.0,M,H,47060.0,13.667
0,0.0,1,1,1,1,50.0,50.0,50.0,50.0,16,16,14,5,7,6,F,0,37.0,F,H,39703.0,14.333
0,0.0,2,2,0,0,20.0,12.5,12.5,11.67,20,31,22,4,4,7,A,0,39.0,M,H,32350.0,18.333
0,0.0,3,13,1,5,25.0,16.67,16.38,25.0,4,81,82,7,18,28,A,1,59.018761061946904,M,H,41608.89441680486,54.667
1,15.0,1,16,1,14,15.0,15.0,11.13,15.0,18,112,45,2,6,20,E,1,63.0,F,U,41608.89441680486,23.667
0,0.0,1,5,0,4,20.0,20.0,15.2,11.67,26,88,50,4,4,18,A,1,59.018761061946904,F,U,41608.89441680486,28.0
1,10.0,3,10,1,5,20.0,18.33,10.9,15.0,16,65,54,6,17,21,A,1,51.0,F,H,40114.0,34.0
0,0.0,3,4,3,4,25.0,19.0,15.5,19.0,16,41,35,6,16,15,A,1,59.018761061946904,F,U,45905.0,27.0
0,0.0,2,13,1,4,15.0,15.0,14.31,15.0,19,86,66,6,15,24,S,1,65.0,F,U,45905.0,37.333
1,15.0,3,5,2,2,7.0,9.0,7.6,10.0,18,57,40,6,14,15,A,1,47.0,M,H,53046.0,28.667
1,5.0,6,23,3,15,5.0,5.0,4.91,5.0,15,130,73,4,14,31,S,1,84.0,M,U,53046.0,35.667
1,3.0,7,8,6,7,3.0,4.29,4.13,4.0,4,33,29,7,15,13,S,1,59.018761061946904,F,H,53046.0,23.0
1,5.0,1,11,0,5,5.0,5.0,5.73,11.67,5,92,70,4,4,17,A,0,72.0,F,H,43877.0,45.0
1,12.0,4,12,3,8,12.0,14.25,12.67,15.0,18,110,52,4,13,22,S,1,83.0,M,U,43877.0,28.333
0,0.0,4,11,1,5,10.0,10.0,10.0,10.0,17,105,64,6,15,26,A,1,86.0,F,U,41608.89441680486,37.0
1,4.0,7,15,6,10,4.0,4.43,4.07,4.5,12,63,59,9,19,25,S,1,37.0,M,H,50524.0,40.0
1,10.0,6,14,4,9,10.0,9.67,8.5,9.5,19,89,62,6,17,25,S,1,63.0,F,H,50524.0,36.667
0,0.0,3,6,2,3,15.0,13.67,11.0,15.0,20,93,50,6,13,20,A,0,73.0,F,U,41608.89441680486,30.333
0,0.0,3,5,2,3,53.0,49.67,44.8,51.5,22,41,37,6,17,16,A,0,75.0,M,U,41608.89441680486,28.333
1,10.0,8,30,6,17,4.0,4.75,6.27,4.83,20,143,83,5,15,29,S,1,35.0,M,U,41608.89441680486,41.333
0,0.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,13,3,6,5,F,0,59.018761061946904,M,U,41608.89441680486,12.0
1,7.0,5,8,4,5,6.0,9.8,8.38,9.5,16,52,23,2,6,9,E,1,59.018761061946904,F,U,41608.89441680486,15.0
1,18.0,4,21,2,12,12.0,11.0,8.76,11.0,17,75,30,2,6,13,E,1,59.018761061946904,F,U,46993.0,16.0
1,8.0,6,23,3,10,8.0,8.0,6.61,8.0,18,104,72,5,15,28,S,1,77.0,M,H,46993.0,39.0
1,25.0,2,4,1,2,20.0,24.5,26.0,20.0,20,52,45,6,17,20,A,0,68.0,F,U,41608.89441680486,30.667
0,0.0,4,15,2,7,11.0,10.75,8.67,11.5,17,86,71,6,16,23,S,1,70.0,M,U,41608.89441680486,43.667
1,30.0,1,1,1,1,25.0,25.0,25.0,25.0,23,23,19,4,8,7,N,0,32.0,M,U,41608.89441680486,16.333
0,0.0,7,12,3,6,7.0,5.86,4.83,4.33,17,57,46,6,17,19,A,1,59.018761061946904,F,U,41608.89441680486,31.333
1,15.0,2,2,2,2,15.0,12.5,12.5,12.5,16,31,22,4,10,9,A,0,59.018761061946904,F,U,41608.89441680486,19.333
1,11.0,3,3,1,1,11.0,7.67,7.67,5.0,15,23,16,5,8,7,N,0,59.018761061946904,M,U,41608.89441680486,15.0
1,10.0,7,8,5,6,10.0,9.21,8.69,7.9,15,41,36,6,16,15,A,1,79.0,F,H,35761.0,27.667
1,20.0,1,1,0,0,20.0,20.0,20.0,11.67,20,20,15,4,4,6,F,0,59.018761061946904,F,U,44656.0,14.0
1,10.0,5,20,2,9,5.0,6.0,6.1,5.0,16,121,53,4,11,22,S,1,83.0,F,H,49133.0,26.667
1,10.0,3,6,0,1,19.0,18.0,16.5,11.67,18,65,53,6,6,20,A,0,59.018761061946904,M,U,41608.89441680486,33.333
0,0.0,1,8,1,4,15.0,15.0,9.38,15.0,17,77,52,6,15,20,A,0,38.0,F,H,63299.0,32.333
1,15.0,2,19,1,9,15.0,12.5,10.53,10.0,19,130,76,6,17,32,A,1,59.018761061946904,M,U,41608.89441680486,41.333
1,5.0,6,10,4,5,5.0,6.33,5.6,6.25,18,53,37,6,16,16,S,1,64.0,F,H,34341.0,26.333
0,0.0,4,15,2,9,6.0,6.25,5.22,6.0,17,114,64,5,14,28,S,1,48.0,F,U,41608.89441680486,35.333
1,20.0,3,8,0,5,20.0,16.67,13.25,11.67,5,113,60,6,6,25,A,0,41.0,F,U,41608.89441680486,36.0
0,0.0,4,19,2,14,0.0,7.0,5.84,8.0,14,124,71,5,12,27,S,1,59.018761061946904,F,H,33065.0,38.667
